Wavelength_nm,Absorbance
200.0,0.0
201.50375939849624,0.0002083878195392168
203.00751879699249,7.061822738262698e-05
204.51127819548873,0.0
206.01503759398497,0.0
207.5187969924812,0.0003816083383290212
209.02255639097746,0.0
210.52631578947367,3.014075875251891e-05
212.0300751879699,0.0004248092163586145
213.53383458646616,7.81975475550452e-05
215.0375939849624,0.0002292301361318597
216.54135338345864,0.0005054149034180877
218.04511278195488,0.0010440254964912223
219.54887218045113,0.0009222365832761087
221.05263157894737,0.001374862738618748
222.5563909774436,0.0019329954623673012
224.06015037593986,0.003200771388596901
225.5639097744361,0.0041698921359562035
227.06766917293234,0.005198884126121138
228.57142857142856,0.006703064854863067
230.0751879699248,0.008843413439830871
231.57894736842104,0.01159693797190091
233.08270676691728,0.014346889506663697
234.58646616541353,0.018744099922330726
236.09022556390977,0.023084673899392418
237.593984962406,0.028999180162529566
239.09774436090225,0.036173654782912894
240.6015037593985,0.043746248320487825
242.10526315789474,0.0533019386610552
243.60902255639098,0.06377446645963514
245.11278195488723,0.0758613404463878
246.61654135338347,0.08865892918491732
248.1203007518797,0.10345803244409586
249.62406015037595,0.11945035898263759
251.12781954887217,0.13658116289264055
252.6315789473684,0.15398167770920174
254.13533834586465,0.17218775659371852
255.6390977443609,0.19073156624957635
257.1428571428571,0.2087057196035424
258.6466165413534,0.2267221113095711
260.1503759398496,0.24338295654913059
261.65413533834584,0.2587704411069378
263.1578947368421,0.2729182396205452
264.6616541353383,0.2849497122577654
266.16541353383457,0.294400236840913
267.6691729323308,0.30125434922503563
269.17293233082705,0.30593284837399765
270.6766917293233,0.30694324833261327
272.18045112781954,0.3056997989067729
273.6842105263158,0.30195443692356355
275.187969924812,0.2948222398221871
276.69172932330827,0.28631284645682703
278.1954887218045,0.2765378919835406
279.69924812030075,0.2643460453323033
281.203007518797,0.2519337878441255
282.70676691729324,0.23914872146776983
284.2105263157895,0.22618819346295807
285.7142857142857,0.21397599985150104
287.21804511278197,0.20252460566006403
288.7218045112782,0.19243353992123316
290.22556390977445,0.18381512492875357
291.72932330827064,0.1779447133750288
293.23308270676694,0.17398637341387238
294.7368421052631,0.17231863231780323
296.2406015037594,0.17419850231454967
297.7443609022556,0.1781777164875014
299.2481203007519,0.1849519082601185
300.7518796992481,0.19466473059503717
302.25563909774434,0.20706590462804816
303.7593984962406,0.22272126366475742
305.2631578947368,0.24086511861556958
306.76691729323306,0.26132276878402577
308.2706766917293,0.2849630075885361
309.77443609022555,0.3101582736860261
311.2781954887218,0.3378733990006567
312.78195488721803,0.3685531607650695
314.2857142857143,0.4002781147178789
315.7894736842105,0.4341379905323894
317.29323308270676,0.46939943403991613
318.796992481203,0.5060404484277558
320.30075187969925,0.544572427902391
321.8045112781955,0.5830645690572251
323.30827067669173,0.6230751702274467
324.812030075188,0.6628261819634316
326.3157894736842,0.7026103464154018
327.81954887218046,0.7422435267731955
329.32330827067665,0.7815612863063669
330.82706766917295,0.819844830656447
332.33082706766913,0.8576852897630838
333.83458646616543,0.8929505340098725
335.3383458646616,0.9269392236751811
336.8421052631579,0.9580704526728352
338.3458646616541,0.9874932701831022
339.8496240601504,1.0140579385472865
341.3533834586466,1.0370898582944523
342.8571428571429,1.0574315210056107
344.3609022556391,1.0736073479685349
345.8646616541353,1.0865131185479397
347.36842105263156,1.0960564726485313
348.8721804511278,1.1012444524722604
350.37593984962405,1.1028878177799015
351.8796992481203,1.0999007362743642
353.38345864661653,1.0941159499627628
354.8872180451128,1.0843967244019652
356.390977443609,1.0701305487666368
357.89473684210526,1.0529243749858128
359.3984962406015,1.032465693568862
360.90225563909775,1.0085406884447567
362.406015037594,0.9827241487864362
363.9097744360902,0.9535839942455702
365.4135338345865,0.9229455094617289
366.91729323308266,0.8906017575693627
368.42105263157896,0.8560726987955392
369.92481203007515,0.8210861236988205
371.42857142857144,0.7852112691345992
372.93233082706763,0.7486984290939019
374.43609022556393,0.7119607411709057
375.9398496240601,0.6760548027443423
377.4436090225564,0.6410144077932293
378.9473684210526,0.6056359854123918
